SMA     INTENS    INT_ERR   PIX_VAR       RMS  ELLIP ELLIP_ERR      PA  PA_ERR      X0 X0_ERR      Y0 Y0_ERR     GRAD GRAD_ERR GRAD_R_ERR       RSMA     MAG MAG_LERR MAG_UERR      TFLUX_E      TFLUX_C  TMAG_E  TMAG_C NPIX_E NPIX_C        A3  A3_ERR        B3  B3_ERR        A4  A4_ERR        B4  B4_ERR NDATA NFLAG NITER  STOP     A_BIG SAREA
pixel                                                            degrees degrees   pixel  pixel   pixel  pixel                              pixel**1/4                                                                                                                                                                                             pixel

    23.58      0.446    0.00533    0.0649    0.0459 0.6966    0.0096  -84.19    0.67  125.44   0.35   84.90   0.14  -0.0198   0.0045      0.227    2.20360   0.876    0.013   0.0129       451.69       746.36   -6.64   -7.18    533   1749  -0.00223  0.0167  -0.00765  0.0161    -0.016  0.0149    0.0628  0.0202    74     0    10     0   6.97E-4   2.0
    25.94      0.394    0.00453     0.058     0.041 0.6944    0.0098  -84.46    0.69  124.78   0.39   84.90   0.16   -0.015   0.0025      0.169    2.25674    1.01   0.0125   0.0124       501.65        807.2   -6.75   -7.27    651   2093  -0.00699  0.0169   -0.0101  0.0163   0.00739  0.0164    0.0289  0.0168    82     0    10     0   0.00185   2.0
    28.53      0.347    0.00465    0.0635    0.0449 0.6790    0.0082  -83.48    0.58  125.46   0.34   85.04   0.15  -0.0176   0.0035      0.199    2.31116    1.15   0.0147   0.0145        564.8       878.15   -6.88   -7.36    823   2561    0.0116  0.0135   -0.0128  0.0131    0.0243  0.0136    0.0192  0.0132    93     0    10     0   3.29E-4   2.0
    31.38      0.263    0.00366     0.056    0.0396 0.6047    0.0084  -81.10    0.61  125.52   0.31   84.83   0.16  -0.0153   0.0021      0.136    2.36689    1.45   0.0153    0.015       687.26       940.12   -7.09   -7.43   1227   3093   -0.0185  0.0109    0.0257  0.0109    0.0314  0.0109  -0.00507    0.01   117     0    10     0   0.00266   2.0
    34.52      0.168    0.00267    0.0459    0.0325 0.4993    0.0099  -82.62    0.79  124.28   0.32   84.40   0.19   -0.011   0.0017      0.158    2.42396    1.94   0.0174   0.0171       826.27        997.2   -7.29    -7.5   1879   3745    0.0321  0.0105    0.0363  0.0108  -0.00351 0.00916  -0.00403 0.00919   148     0    10     0   0.00188   2.0
    37.97      0.119    0.00218    0.0396     0.028 0.4902    0.0133  -83.51    1.06  123.35   0.46   84.81   0.28 -0.00621   0.0012      0.186    2.48241    2.31   0.0201   0.0197       888.81       1050.6   -7.37   -7.55   2305   4509    0.0393  0.0142    0.0511  0.0154     0.029   0.013   -0.0192  0.0124   165     0    10     0    0.0013   2.0
    41.77     0.0764    0.00197    0.0388    0.0274 0.4263    0.0275  -83.51    2.40  123.35   0.95   84.81   0.63 -0.00272   7.1E-4      0.261    2.54228    2.79   0.0284   0.0276       967.57       1094.6   -7.46    -7.6   3149   5473   -0.0022  0.0241   -0.0272  0.0251     0.122  0.0388   -0.0295  0.0236   194     0    50     2   0.00584   2.0
    45.95     0.0423    0.00146    0.0323    0.0228 0.2585    0.0268  -79.30    3.43  123.02   0.80   87.65   0.65 -0.00236   6.9E-4      0.293    2.60358    3.43    0.038   0.0367       1084.7       1129.7   -7.59   -7.63   4923   6613    0.0164  0.0186   -0.0171  0.0187    0.0982  0.0333  -0.00843   0.017   246     0    50     2   0.00674   2.0
    50.54     0.0323    0.00174    0.0401    0.0283 0.2840    0.0321  -75.52    3.80  126.82   1.08   86.66   0.87 -0.00216   4.1E-4      0.191    2.66636    3.73   0.0599   0.0568       1118.9       1159.5   -7.62   -7.66   5745   8029    0.0419  0.0236    0.0124  0.0224    0.0783  0.0263   0.00394  0.0217   266     0    50     2    0.0039   2.0
    55.60     0.0234    0.00126    0.0304    0.0215 0.2840    0.0264  -75.52    3.13  122.72   0.98   86.34   0.78 -0.00174   3.2E-4      0.185    2.73066    4.08   0.0599   0.0568       1149.9       1186.3   -7.65   -7.69   6943   9721  -6.51E-4  0.0184   -0.0128  0.0186    0.0651  0.0216  -0.00173   0.018   293     0    10     0    0.0011   2.0
    61.16     0.0202     0.0012    0.0297     0.021 0.3441    0.0229  -75.59    2.34  120.92   1.01   85.88   0.77 -0.00158   2.7E-4      0.171    2.79650    4.24   0.0663   0.0625       1167.8        1311.   -7.67   -7.79   7711  11761    0.0118  0.0176    0.0145  0.0177    0.0172  0.0177   -0.0233  0.0179   307     0    50     2    0.0015   2.0
    67.28     0.0068    0.00107    0.0308    0.0218 0.0198    0.1249   37.58  182.21  120.43   4.22   97.49   4.24 -3.53E-4   2.2E-4      0.623    2.86394    5.42    0.185    0.158       1695.5       1697.4   -8.07   -8.07  13941  14249    -0.219    0.15   -0.0375  0.0668   -0.0629  0.0736    0.0272  0.0647   417     0    27     0   0.00103   2.0
