SMA     INTENS    INT_ERR   PIX_VAR       RMS  ELLIP ELLIP_ERR      PA  PA_ERR      X0 X0_ERR      Y0 Y0_ERR     GRAD GRAD_ERR GRAD_R_ERR       RSMA     MAG MAG_LERR MAG_UERR      TFLUX_E      TFLUX_C  TMAG_E  TMAG_C NPIX_E NPIX_C        A3  A3_ERR        B3  B3_ERR        A4  A4_ERR        B4  B4_ERR NDATA NFLAG NITER  STOP     A_BIG SAREA
pixel                                                            degrees degrees   pixel  pixel   pixel  pixel                              pixel**1/4                                                                                                                                                                                             pixel

    17.72      0.275    0.00153    0.0225    0.0159 0.0544    0.0121   38.45    6.52  192.96   0.11  176.01   0.11  -0.0195   0.0012     0.0634    2.05158     1.4  0.00604  0.00601       692.96       704.65    -7.1   -7.12    937    981   -0.0296 0.00585    0.0082 0.00558   -0.0148 0.00529   -0.0127 0.00528   108     0    10     0   1.04E-4   2.0
    19.49      0.247    0.00143    0.0219    0.0155 0.0806    0.0116   42.84    4.30  193.05   0.12  176.15   0.12  -0.0167    0.001     0.0624    2.10105    1.52  0.00631  0.00628       734.55        758.7   -7.17    -7.2   1097   1201   -0.0223 0.00603  -0.00699  0.0059   -0.0152 0.00574   0.00622 0.00569   117     0    10     0   2.47E-4   2.0
    21.44      0.215    0.00137    0.0219    0.0155 0.0806    0.0194   49.76    7.18  193.05   0.22  176.15   0.22 -0.00803   0.0016      0.198    2.15172    1.67  0.00692  0.00688        787.4        812.8   -7.24   -7.27   1327   1449   -0.0327  0.0119   -0.0145  0.0104    -0.021  0.0106   -0.0121    0.01   129     0    50     2   0.00711   2.0
    23.58      0.194    0.00136    0.0231    0.0164 0.0455    0.0221  -79.99   14.16  192.04   0.27  175.59   0.26 -0.00719   0.0012      0.166    2.20360    1.78  0.00767  0.00762         857.       872.11   -7.33   -7.35   1669   1749   -0.0662  0.0148    0.0165  0.0103   -0.0106 0.00986     0.019  0.0102   144     0    10     0   7.53E-4   2.0
    25.94      0.181    0.00115    0.0203    0.0144 0.0714    0.0163  -25.91    6.73  192.32   0.21  174.80   0.22 -0.00727    0.001      0.139    2.25674    1.86  0.00693  0.00688       912.37       934.73    -7.4   -7.43   1967   2093    0.0299 0.00929  -0.00278 0.00837    0.0255 0.00878   0.00615 0.00813   156     0    10     0   3.39E-4   2.0
    28.53      0.164     0.0011    0.0206    0.0146 0.0461    0.0164  -115.9   10.36  193.16   0.24  174.39   0.24 -0.00626   8.5E-4      0.136    2.31116    1.96  0.00734  0.00729       994.16       1012.8   -7.49   -7.51   2445   2561   -0.0126 0.00814     0.037 0.00946  -4.42E-4  0.0079    0.0126 0.00813   174     0    50     2   0.00383   2.0
    31.38      0.157    9.64E-4    0.0185    0.0131 0.1178    0.0127   46.57    3.26  191.91   0.21  175.52   0.21 -0.00597   6.9E-4      0.115    2.36689    2.01  0.00667  0.00662       1039.3       1092.3   -7.54    -7.6   2731   3093   -0.0237 0.00739   -0.0051 0.00693   -0.0245 0.00714    0.0126 0.00675   184     0    50     2   0.00256   2.0
    34.52      0.141    9.01E-4    0.0181    0.0128 0.1178    0.0160   55.05    4.14  191.63   0.30  176.46   0.29 -0.00409   6.4E-4      0.157    2.42396    2.13  0.00696  0.00692       1124.4       1183.3   -7.63   -7.68   3305   3745    0.0149 0.00909    0.0259  0.0097   -0.0044  0.0088   0.00331 0.00881   203     0    50     2   0.00117   2.0
    37.97      0.121    9.02E-4    0.0196    0.0139 0.0086    0.0187  -34.95   62.29  191.77   0.36  175.24   0.36 -0.00357   5.7E-4      0.159    2.48241    2.29  0.00813  0.00807       1278.8       1281.3   -7.77   -7.77   4487   4509    0.0206 0.00981   0.00888 0.00938   -0.0175 0.00905    0.0487  0.0116   237     0    50     2   0.00214   2.0
    41.77      0.114    9.86E-4    0.0222    0.0157 0.0598    0.0142   33.60    6.97  192.28   0.30  175.85   0.31 -0.00446   4.9E-4      0.109    2.54228    2.36  0.00947  0.00939       1356.8       1391.7   -7.83   -7.86   5147   5473   -0.0311 0.00793    0.0113 0.00732     0.056 0.00867   -0.0165 0.00644   253     0    50     2   0.00113   2.0
    45.95     0.0895    9.80E-4    0.0234    0.0165 0.0227    0.0152  -117.9   19.34  192.85   0.35  177.08   0.35 -0.00383   4.5E-4      0.117    2.60358    2.62    0.012   0.0118       1493.2       1504.5   -7.94   -7.94   6481   6613    0.0274 0.00768   -0.0479 0.00897    0.0229 0.00735  -0.00216 0.00689   284     0    50     2     0.003   2.0
    50.54     0.0849    8.71E-4    0.0214    0.0152 0.0850    0.0074   45.06    2.60  195.28   0.20  174.03   0.20 -0.00607   3.3E-4     0.0542    2.66636    2.68   0.0112   0.0111       1570.6       1620.1   -7.99   -8.02   7359   8029    0.0222 0.00385    0.0182  0.0038  -6.27E-4 0.00356   -0.0144 0.00365   303     0    10     0   0.00104   2.0
    55.60     0.0552    6.17E-4    0.0159    0.0113 0.0850    0.0092   45.06    3.24  193.67   0.27  173.96   0.27 -0.00309   2.8E-4     0.0914    2.73066    3.15   0.0122   0.0121        1675.       1714.5   -8.06   -8.09   8883   9721  -7.85E-4 0.00498   0.00921 0.00507   6.43E-4 0.00498   0.00266   0.005   333     0    50     2   0.00206   2.0
    61.16     0.0451    9.89E-4    0.0264    0.0186 0.1382    0.0235   62.11    5.24  193.67   0.80  173.96   0.75 -0.00167   3.1E-4      0.184    2.79650    3.37   0.0241   0.0236       1735.9       1792.8    -8.1   -8.13  10133  11761   -0.0649  0.0177   -0.0268   0.014    0.0674  0.0177   -0.0102  0.0127   355     0    50     2   0.00297   2.0
    67.28     0.0364    0.00117    0.0322    0.0228 0.1731    0.0233   70.07    4.21  194.13   0.91  175.25   0.82 -0.00173   2.6E-4      0.152    2.86394     3.6   0.0353   0.0342       1807.1       1875.6   -8.14   -8.18  11747  14249    -0.064  0.0166   -0.0419  0.0149    0.0429  0.0145    0.0537  0.0154   382     0    50     2   0.00319   2.0
    74.00     0.0263    6.62E-4    0.0192    0.0136 0.1731    0.0288   70.07    5.22  195.47   1.24  178.94   1.11 -7.26E-4   1.7E-4       0.24    2.93300    3.95   0.0277    0.027       1883.3       1955.8   -8.19   -8.23  14219  17193   -0.0642  0.0229    0.0359  0.0191    0.0526  0.0206    0.0811  0.0254   421     0    50     2   0.00177   2.0
    81.40     0.0212    5.70E-4    0.0177    0.0125 0.1066    0.0173   29.44    4.90  193.83   0.73  180.63   0.76 -0.00103   1.4E-4      0.133    3.00372    4.18   0.0296   0.0288        1988.       2026.1   -8.25   -8.27  18593  20841    0.0431   0.011      0.02 0.00977   -0.0136  0.0095   -0.0186 0.00966   482     0    19     0   8.11E-4   2.0
    89.54     0.0156    5.29E-4    0.0169     0.012 0.1567    0.0233   38.25    4.62  194.14   1.12  180.88   1.16 -5.92E-4   1.2E-4       0.21    3.07615    4.52   0.0375   0.0362       2037.7       2082.8   -8.27    -8.3  21249  25193    0.0532  0.0175    0.0341  0.0153   -0.0122  0.0136    0.0367  0.0154   514     0    50     2   0.00278   2.0
    98.50     0.0118    4.71E-4    0.0157    0.0111 0.1811    0.0352   41.81    6.12  195.09   1.91  177.39   1.94 -3.14E-4   1.1E-4       0.34    3.15033    4.82   0.0443   0.0426       2091.6       2138.9    -8.3   -8.33  24957  30525  -0.00529  0.0215    -0.014   0.022    0.0502  0.0272     0.047  0.0266   557     0    50     2   0.00148   2.0
   108.35     0.0109    4.90E-4    0.0167    0.0118 0.2589    0.0472   59.15    6.03  193.10   3.18  175.82   2.86 -2.00E-4   9.7E-5      0.484    3.22630    4.91   0.0499   0.0477       2120.7       2193.8   -8.32   -8.35  27323  36905    0.0762  0.0486   5.38E-4  0.0318     0.123  0.0672    0.0989  0.0571   581     0    31     0   8.28E-4   2.0
   119.18    0.00823    4.25E-4    0.0152    0.0107 0.2589    0.0319   65.19    4.08  201.04   2.40  173.16   2.08 -2.34E-4   5.2E-5      0.221    3.30409    5.21   0.0576   0.0547       2174.5       2252.7   -8.34   -8.38  33069  44621    0.0159  0.0218    -0.014  0.0218    0.0616  0.0253    -0.023   0.022   639     0    50     2   9.86E-4   2.0
   131.10    0.00434    3.87E-4    0.0154    0.0109 0.0731    0.0669   77.27   27.16  198.23   4.68  161.23   4.43 -1.16E-4   4.1E-5      0.354    3.38377    5.91    0.101   0.0927       2284.1       2300.5    -8.4    -8.4  50029  54013    0.0625  0.0418    -0.156  0.0658   -0.0989  0.0497   -0.0139  0.0357   790     0    42     0   4.57E-4   2.0
   144.21    0.00351    3.59E-4     0.015    0.0106 0.0705    0.0585   75.95   24.56  203.35   4.49  164.02   4.26 -1.12E-4   3.6E-5      0.318    3.46536    6.14    0.117    0.106       2323.1        2335.   -8.42   -8.42  60727  65333    0.0157  0.0317   -0.0592  0.0366    0.0515  0.0353    0.0303  0.0328   870     0    19     0   6.95E-4   2.0
   158.63     0.0036    3.77E-4    0.0159    0.0112 0.2000     INDEF   75.95   INDEF  203.35  INDEF  164.02  INDEF -7.58E-5   3.5E-5      0.465    3.54893    6.11     0.12    0.108       2332.9       2369.7   -8.42   -8.44  63223  79028    0.0383  0.0473    -0.128  0.0738   -0.0509  0.0496     0.105  0.0656   885     0    10     4   0.00127   2.0
   174.49    0.00239    4.12E-4    0.0175    0.0124 0.2000     INDEF   75.95   INDEF  203.35  INDEF  164.02  INDEF -7.06E-5   3.2E-5      0.457    3.63450    6.55    0.205    0.172       2369.6        2400.   -8.44   -8.45  76347  92681     0.182  0.0952   -0.0207  0.0489    -0.053  0.0525   -0.0374  0.0504   900    74     1     4    0.0182   2.0
   191.94    0.00116    3.83E-4    0.0163    0.0115 0.2000     INDEF   75.95   INDEF  203.35  INDEF  164.02  INDEF -5.64E-5    INDEF      INDEF    3.72215    7.34    0.433    0.309       2397.8       2421.7   -8.45   -8.46  90523 103828    0.0482  0.0624    0.0515  0.0655    0.0561  0.0673    0.0276  0.0544   902   169     1     4    0.0182   2.0
