SMA     INTENS    INT_ERR   PIX_VAR       RMS  ELLIP ELLIP_ERR     PA PA_ERR      X0 X0_ERR      Y0 Y0_ERR     GRAD GRAD_ERR GRAD_R_ERR    RSMA     MAG MAG_LERR MAG_UERR      TFLUX_E      TFLUX_C  TMAG_E  TMAG_C NPIX_E NPIX_C        A3  A3_ERR        B3  B3_ERR        A4  A4_ERR        B4  B4_ERR NDATA NFLAG NITER STOP     A_BIG SAREA
pixel                                                         degrees degrees   pixel  pixel   pixel  pixel                        pixel**1/4                                                                                                                                                                                      pixel

    22.97      0.461    0.00547    0.0759    0.0536 0.5199 0.0154   8.75   1.19  235.00   0.20  123.00   0.34  -0.0195 0.0043  0.222 2.18934    0.84   0.013  0.0128       968.87       1237.8   -7.47   -7.73    799   1649   -0.0111  0.0163  -0.00656  0.0161   -0.0615   0.018    0.0859  0.0224    96     0  10  0   3.11E-6   2.0
    25.27      0.413    0.00379    0.0549    0.0388 0.5258 0.0090   7.36   0.69  235.00   0.13  123.00   0.22  -0.0207 0.0031  0.149 2.24213   0.959    0.01 0.00991        1039.       1329.1   -7.54   -7.81    957   2009   -0.0032 0.00964   5.01E-4 0.00955  -0.00854 0.00902     0.034  0.0103   105     0  10  0   1.66E-5   2.0
    27.80      0.356    0.00416     0.064    0.0452 0.5065 0.0140  10.50   1.10  235.00   0.22  123.00   0.37  -0.0144 0.0028  0.195 2.29620    1.12  0.0128  0.0126        1134.       1416.1   -7.64   -7.88   1205   2425    0.0108  0.0145  -0.00425  0.0143    0.0408  0.0157    0.0238  0.0144   118     0  10  0   1.19E-4   2.0
    30.58      0.313    0.00242    0.0401    0.0284 0.4526 0.0070  21.15   0.59  235.00   0.13  123.00   0.18  -0.0176 0.0019  0.108 2.35157    1.26 0.00842 0.00836       1269.4       1505.3   -7.76   -7.94   1609   2941    0.0137 0.00625   -0.0191 0.00641    0.0235 0.00621   0.00881 0.00577   138     0  10  0   2.40E-5   2.0
    33.64      0.233    0.00234    0.0415    0.0293 0.4198 0.0056  24.04   0.50  235.00   0.11  123.00   0.15  -0.0184 0.0013 0.0695 2.40827    1.58   0.011  0.0109       1394.4       1590.7   -7.86     -8.   2065   3569  -0.00169 0.00461   -0.0192  0.0048  -7.81E-4 0.00443    0.0153 0.00458   157     0  10  0   1.50E-6   2.0
    37.00      0.171    0.00194    0.0361    0.0255 0.4198 0.0077  24.04   0.68  235.00   0.17  123.00   0.22 -0.00961 0.0011  0.111 2.46635    1.92  0.0124  0.0122       1479.9       1671.9   -7.93   -8.06   2487   4293  -0.00219 0.00667   -0.0101 0.00675   -0.0167 0.00674   0.00945 0.00659   173     0  50  2   0.00484   2.0
    40.70      0.141    0.00166    0.0321    0.0227 0.4353 0.0083  22.60   0.71  235.00   0.20  123.00   0.27 -0.00699 8.1E-4  0.117 2.52582    2.13  0.0129  0.0127       1551.6       1751.6   -7.98   -8.11   2941   5193  -0.00952 0.00742   0.00567 0.00737   -0.0033 0.00732  -0.00168 0.00735   187     0  10  0   5.52E-4   2.0
    44.77      0.119    0.00146    0.0292    0.0206 0.4573 0.0102  23.21   0.85  235.00   0.28  123.00   0.38 -0.00439 7.2E-4  0.165 2.58673    2.31  0.0134  0.0132       1613.8       1832.2   -8.02   -8.16   3423   6293   -0.0162 0.00976    0.0108 0.00955   -0.0207 0.00984  -0.00918  0.0094   201     0  50  2   0.00338   2.0
    49.25      0.104    0.00149    0.0311     0.022 0.4786 0.0088  24.92   0.72  235.00   0.27  123.00   0.37 -0.00459 6.7E-4  0.147 2.64910    2.46  0.0157  0.0155       1674.6       1912.1   -8.06    -8.2   3973   7637   -0.0212 0.00852    0.0433  0.0101    0.0104   0.008  -0.00753 0.00793   217     0  10  0   7.34E-6   2.0
    54.17     0.0786    0.00147    0.0325     0.023 0.4543 0.0144  28.77   1.21  235.00   0.50  123.00   0.63 -0.00273 6.7E-4  0.246 2.71298    2.76  0.0205  0.0201       1769.4       1992.8   -8.12   -8.25   5031   9233   -0.0341  0.0155    0.0337  0.0154    0.0675  0.0206   0.00506  0.0123   245     0  50  2   0.00163   2.0
    59.59     0.0788    0.00144    0.0337    0.0238 0.4354 0.0105  43.79   0.91  235.00   0.44  123.00   0.45 -0.00318 5.3E-4  0.168 2.77840    2.76    0.02  0.0196       1869.3       2063.6   -8.18   -8.29   6293  11165   -0.0432  0.0116  -0.00175 0.00905    0.0205 0.00922   -0.0444  0.0114   275     0  11  0   4.10E-4   2.0
    65.55     0.0484    0.00116     0.029    0.0205 0.4003 0.0115  49.52   1.05  235.00   0.52  123.00   0.50  -0.0024 3.7E-4  0.155 2.84540    3.29  0.0263  0.0257       1986.5       2114.2   -8.25   -8.31   8083  13509  -0.00488 0.00964    -0.011 0.00974    0.0142  0.0098   0.00579 0.00961   313     0  50  2   0.00135   2.0
    72.10     0.0271    9.89E-4    0.0266    0.0188 0.3468 0.0200  43.26   2.03  235.00   0.92  123.00   0.93 -0.00126 1.9E-4  0.153 2.91401    3.92  0.0403  0.0389       2077.9       2154.4   -8.29   -8.33  10669  16321    0.0147  0.0155   -0.0061  0.0154    0.0154  0.0155   0.00277  0.0153   361     0  31  0   9.71E-4   2.0
    79.32     0.0163    9.58E-4    0.0273    0.0193 0.3207 0.0241  39.69   2.59  235.00   1.16  123.00   1.23 -9.60E-4 2.6E-4  0.272 2.98428    4.47  0.0657   0.062       2137.2       2217.5   -8.32   -8.36  13427  19789   -0.0107   0.018    0.0207  0.0187      0.04  0.0206    0.0507  0.0223   405     0  29  0   5.49E-4   2.0
    87.25     0.0114    8.14E-4    0.0242    0.0171 0.3324 0.0194  36.61   2.03  235.00   1.02  123.00   1.11 -9.05E-4 2.2E-4  0.243 3.05624    4.86  0.0803  0.0748       2167.2       2248.2   -8.34   -8.38  15969  23929   -0.0317  0.0164   0.00683  0.0146   2.04E-4  0.0145   3.87E-4  0.0145   442     0  19  0   8.62E-4   2.0
    95.97    0.00673    8.34E-4    0.0259    0.0183 0.3429 0.0292  36.05   2.99  235.00   1.70  123.00   1.87 -5.50E-4  INDEF  INDEF 3.12994    5.43   0.144   0.127       2190.1       2288.7   -8.35    -8.4  19011  28913    0.0076  0.0231     0.014   0.025    0.0307  0.0331     0.035  0.0357   482     0  16  0     0.001   2.0
